company_name,address,city,state,zip,phone,website,email
Hairy Moose Pet Retreat,123 Big Station Camp Blvd,Gallatin,TN,37066,,,
My Second Home Pet Resort,101 Mission Ct,Franklin,TN,37067,,,
Gone To The Dogs Daycare,815 MEADOW LARK LN,Goodlettsville,TN,37072,,,
Hendersonville Kennels,125 Walton Ferry Rd,Hendersonville,TN,37075,,,
Hermitage Pet Inn,4231 Lebanon Pike,Hermitage,TN,37076,,,
Schermar's Kennel & Trop Birds,608 Highway 52 Byp E,Lafayette,TN,37083,,,
Country K-9 Cuts & Pet Resorts,116 Rocky Rd,Lebanon,TN,37087,,,
T L C Kennels,1022 Fairview Rd,Mc Minnville,TN,37110,,,
Elite Kennels,1389 Starlight Rd,Mc Minnville,TN,37110,,,
Horseshoe Country Kennels,1250 John Wright Rd,Mt Juliet,TN,37122,,,
Hilltop Pet Resort,500 Tyrone Dr,Mount Juliet,TN,37122,,,
Green Acres Kennels,1067 Old Salem Rd,Murfreesboro,TN,37129,,,
Custom Kare Kennel,220 N THOMPSON LN,Murfreesboro,TN,37129,,,
Aristocat Resort,2279 PRIMM LN,Murfreesboro,TN,37129,,,
Merrys Doggy Daycare,2345 Rocky Fork Rd,Nolensville,TN,37135,,,
Puppy Palace,222 Eagle Blvd,Shelbyville,TN,37160,,,
Gordonview Bed & Biscuit,2591 Hwy 231 S,Shelbyville,TN,37160,,,
Puppy Place Kennels,307 S Ivy CT,Springfield,TN,37172,,,
Cross Plains Kennels & Doggie,5514 Pinson Rd,Springfield,TN,37172,,,
Pampered Pet Resort,4523 TOM LUNN RD,Springhill,TN,37174,,,
Triple L Kennels,2632 Pantall Rd,Thompsons Station,TN,37179,,,
Tomjo's Doggie Dude Ranch,8024 BILL MOSS RD,White House,TN,37188,,,
Guest House Bed & Breakfast For Animals,1970 Chester Harris Road,Woodlawn,TN,37191,,,
Almost Home Pet Farm,3322 Lealand Lane,Nashville,TN,37204,,,
Miss Kittys Bed & Bath Kennel,4308 KENILWOOD DR,Nashville,TN,37204,,,
Camp Bow Wow Nashville Dog Daycare & Boarding,470 Craighead St.,Nashville,TN,37204,,,
Belle Meade Boarding Kennels,5121 Harding Pike,Nashville,TN,37205,,,
Cheekwood Kennels,6514 Highway 100,Nashville,TN,37205,,,
Hillcrest Kennel & Grooming,3541 Dickerson Pike,Nashville,TN,37207,,,
Champion Pet Grooming & Boarding,7111 Charlotte Pike,Nashville,TN,37209,,,
Camp K9,536 Paragon Mills Rd,Nashville,TN,37211,,,
Music City Kennels,5950 Edmondson Pike,Nashville,TN,37211,,,
Green Hills Kennels,2207 Bandywood Dr,Nashville,TN,37215,,,
Bellevue Pet Grooming & Kennel,7098 Old Harding Rd,Nashville,TN,37221,,,
Country Pet Kennels,1134 Highway 305,Athens,TN,37303,,,
The Uptown Hound,3506 Old Freewill Rd,Cleveland,TN,37312,,,
K9 Country Village,630 Pinnacle Lane,Dayton,TN,37321,,,
Ragland Kennels,725 Parsons Ln,Signal Mountain,TN,37377,,,
Bed & Bone Boarding Kennel,1690 Mars Hill Rd,Spring City,TN,37381,,,
Taramont Kennels,811 Clarendon St,Chattanooga,TN,37405,,,
Loving Companions Pet Daycare,141 Kinley Dr,Johnson City,TN,37604,,,
Camp Ruff-n-more,605 Wesinpar Rd.,Johnson City,TN,37604,,,
Gray Kennels & Security,521 Hales Chapel Rd,Johnson City,TN,37615,,,
Doggie Vip Resort,613 Pleasant Grove Rd,Bluff City,TN,37618,,,
Woods' Boarding Kennel,161 Bishop Hollow Rd,Elizabethton,TN,37643,,,
Dynasty Kennels,3688 Rustic Hills Dr,Kingsport,TN,37660,,,
Boarding With Tiffany,1849 Midview St,Kingsport,TN,37665,,,
Island Grove Kennels Of Tennessee,376 Washington College Rd,Limestone,TN,37681,,,
Boone Wood Kennel,381 Ja Hodge Rd,Piney Flats,TN,37686,,,
Little Lake Pet Lodge,1666 Oliver Springs Hwy,Clinton,TN,37716,,,
Cedar Lake Farm Kennels,816 Bull Run Rd,Clinton,TN,37716,,,
Animal Country Club,2759 W Lamar Alexander Pkwy,Friendsville,TN,37737,,,
Countryside Pet Resort,706 Kiser Station Rd,Friendsville,TN,37737,,,
Country Side Kennel,201 Church Hill Rd,Greeneville,TN,37743,,,
Wagging Tail Pet Resort,250 Sawmill Cir,Jacksboro,TN,37757,,,
Gray Knob Kennels,135 Gray Knob Road,Kingston,TN,37763,,,
Kathys Camp For Canines,2954 Riley Drive,Kodak,TN,37764,,,
Gray Dog Lodge,1300 Simpson Rd W,Lenoir City,TN,37771,,,
Pet Palace Grooming & Boarding,4620 Beals Chapel Rd,Lenoir City,TN,37772,,,
Doggie Designs Grooming & Boarding,292 Howard Rd,Loudon,TN,37774,,,
Gracie's Grooming And Kennel,2949 Samples Rd,Louisville,TN,37777,,,
Canine Camp,3444 Cutshaw Rd,Maryville,TN,37803,,,
Linsmoor Boarding & Grooming,4749 Sevierville Rd,Maryville,TN,37804,,,
Paw Prints Grooming And Boarding,3712 Clear Springs Rd,Mascot,TN,37806,,,
Animal House Kennels,3855 E Andrew Johnson Hwy,Morristown,TN,37814,,,
Judy's Poodle Parlor & Kennels,788 Central Church Rd,Morristown,TN,37814,,,
Birchwood Kennels,2709 W Beaver Creek Dr,Powell,TN,37849,,,
Smoky Mountain Pet Resort,1868 Country Meadows Dr,Sevierville,TN,37862,,,
Loving Care Kennels,3779 Tinker Hollow Rd,Pigeon Forge,TN,37863,,,
Yuppie Puppy Dog Grooming And Boarding Kennel,520 Anderson Rd,Sweetwater,TN,37874,,,
Faraway Farm Kennel & Rescue,1085 Notch Gap Rd,Thorn Hill,TN,37881,,,
Vacation Station Boarding Kennel,7207 Old Tuckaleechee Rd,Townsend,TN,37882,,,
Meadowbrooke Kennels,1811 Holston River Rd,Knoxville,TN,37914,,,
Westigerhaus Kennels,4729 Strawberry Plains Pike,Knoxville,TN,37914,,,
Gingers Dream Doggie Boarding & Daycare,1211 E MAGNOLIA AVE,Knoxville,TN,37917,,,
Happy Yap Doggie Day Camp,2810 Davenport Road,Knoxville,TN,37920,,,
Creekside Pet Resort,717 Ebenezer Rd,Knoxville,TN,37923,,,
Cedar Bluff Boarding Kennels,9049 Middlebrook Pike,Knoxville,TN,37923,,,
Dog House-doggie Daycare,7241 Oak Ridge Hwy,Knoxville,TN,37931,,,
Pet Safe Village,10424 Electric Ave,Knoxville,TN,37932,,,
Dream Katcher Lodge,11253 Kingston Pike,Knoxville,TN,37934,,,
Bell's Pet Resort,4508 Harrell Ln,Knoxville,TN,37938,,,
Jan's Dog House,124 Roseland Hill Rd,Brighton,TN,38011,,,
Claridge Spa & Pet Resort,1436 Wolf River Blvd,Collierville,TN,38017,,,
Claridge Spa & Pet Resort,460 N COUNTRY WAY DR,Cordova,TN,38018,,,
Waggles Stay 'n Play,779 N Houston Levee,Cordova,TN,38018,,,
Nauvoo Pet Resort,955 Harris Rd,Dyersburg,TN,38024,,,
Pleasant View Pet Resort,5758 Pleasant View Rd,Memphis,TN,38134,,,
Country Pet Resort & Spa,440 Rushing Rd,Martin,TN,38237,,,
Red Barn Kennels,993 Mt. Pelia Rd,Martin,TN,38237,,,
K-nine Kennels,1097 Whitehall St,Jackson,TN,38301,,,
Mutt Hutt Boarding & Grooming,1047 Clifford Hicks Rd.,Camden,TN,38320,,,
Mill Creek Kennels,6502 Terry Rd,Lavinia,TN,38348,,,
4 My Pets Grooming & Boarding,678 Baker rd,Selmer,TN,38375,,,
Bear Creek Boarding Training,1019 Bear Creek Pike,Columbia,TN,38401,,,
Kondo Kennel,3044 Butler Rd,Columbia,TN,38401,,,
Owl Hollow Boarding Kennel,2659 E Sheepneck Rd,Culleoka,TN,38451,,,
Incredibull K9s Dog Boarding,2047 Summertown Hwy,Hohenwald,TN,38462,,,
Heavenly Pet Grooming & Kennel,16 Leoma Rd,Leoma,TN,38468,,,
Crowder House Pet Grooming & Kennel,23 Pebble Hill Rd,Leoma,TN,38468,,,
Copyright Pet Resort,3033 Zeb Warren Rd,Cookeville,TN,38506,,,
Majestic Kennels,5500 Walker Mountain Rd,Cookeville,TN,38506,,,
Home Away From Home Dog Boarding,91 Switchboard Rd.,Brush Creek,TN,38547,,,
A Time 4 Paws Pet Hotel,2149 E. First Street,Crossville,TN,38555,,,
Sniff U Out Kennel,150 Dawes Ln,Gainesboro,TN,38562,,,
Creature Comforts Pet Retreat,3207 Cookeville Hwy,Livingston,TN,38570,,,
Turtle Mountain Pet Retreat,344 Oneal Rd,Livingston,TN,38570,,,
Bed & Biscuit Kennel,153 Fence Ln,Crossville,TN,38571,,,
Shade Tree Kennel,147 E Pin Hook Rd,Sparta,TN,38583,,,
Timber Ridge Kennel,05 county road 487,Oxford,MS,38655,,,
The Delta Dog House,1399 Crosby Road,Cleveland,MS,38732,,,
Dingus Delta Kennel,102 E 2nd St,Leland,MS,38756,,,
Corinth Kennel & Fence,312 S Tate St,Corinth,MS,38834,,,
Doggie Day Camp & Board,137 Sterling Oak Drive,Brandon,MS,39042,,,
Wee Paws Boarding Kennel,125 Sherrills Ln,Brandon,MS,39047,,,
Hounds Playground Dog Boarding,1214 Cliffdale,Clinton,MS,39056,,,
Southpaws Pet Motel,3006 Barnes Road,Crystal Springs,MS,39059,,,
Gardner Kennels,2834 Highway 22,Madison,MS,39110,,,
Bark-n-dales Pet Salon & Boarding,6969 Old Canton Rd,Ridgeland,MS,39158,,,
Briarwood Pet Shop & Kennels,1461 Canton Mart Rd,Jackson,MS,39211,,,
Dogwood Animal Hospital & Pet Resort,5310 Highway 25,Flowood,MS,39232,,,
Pet Priority Boarding Kennel,170 Dees Rd,Meridian,MS,39301,,,
Dog's Day Inn,2115 Wilkerson Loop,Meridian,MS,39301,,,
Pampered Pets Boarding Kennel,11510 Suqualena Rd,Meridian,MS,39305,,,
Critter Sitter Boarding Kennel,8884 Highway 19 N,Collinsville,MS,39325,,,
Okatoma Boarding Kennel,342 Lux Rd,Hattiesburg,MS,39401,,,
Pine Belt Veterinary Hospital And Kennel,7436 U S Highway 49,Hattiesburg,MS,39401,,,
Aunt Linda's Pet Hotel,5031A Old Highway 11,Hattiesburg,MS,39402,,,
Shannon's Boarding Kennel,298 Lynn Ray Rd,Petal,MS,39465,,,
Maxhaus Boarding Kennel,13180 Highway 67,Biloxi,MS,39532,,,
Oakmere Kennels,14401 Jim Byrd Rd,Biloxi,MS,39532,,,
Websters Bed & Bone Kennel,14464 John Lee Rd,Biloxi,MS,39532,,,
Country Kennel,4435 Arceneaux Rd,Diberville,MS,39540,,,
Christina's Resort Kennel,84B Horse Creek Rd,Mc Henry,MS,39561,,,
Spirit Kennels,28418 Tetons Rd,Pass Christian,MS,39571,,,
Cherokee Kennels,23396 Ramsey Ln,Saucier,MS,39574,,,
Swan Kennels & Training Center,168 W Kennel Rd,Columbus,MS,39705,,,
Home Sweet Home Cat Boarding,4372 Ridge Rd,Columbus,MS,39705,,,
Scruggs Kennel,950 Windy Ridge Rd,Starkville,MS,39759,,,
Rcm Kennels,1700 Simpson Creek Road,Bloomfield,KY,40008,,,
Kountry Kennel & Pet Supply,1306 Mobley Mill Rd,Coxs Creek,KY,40013,,,
Pewee Dog House,220 MOUNT MERCY DR,Pewee Valley,KY,40056,,,
Happy Hounds Dog Daycare,6331 River Rd,Prospect,KY,40059,,,
Country Acres Pet Resort,6963 Hempridge Rd,Shelbyville,KY,40065,,,
Bar K Pet Resort,6806 Shelbyville Rd,Simpsonville,KY,40067,,,
Baumhaus Kennels,105 Oolite Rd,Battletown,KY,40104,,,
Creature Comfort Inn,1850 Weldon Rd,Brandenburg,KY,40108,,,
Pawsitively Professionals Boarding & Grooming,5640 S Preston Hwy,Lebanon Junction,KY,40150,,,
Karen's Pampered Pets Grooming & Boarding,1101 Saltsman Ln,Radcliff,KY,40160,,,
Moore's Boarding Kennels,3350 KNOX AVE,Vine Grove,KY,40175,,,
21c Museum Hotel,700 W Main St,Louisville,KY,40202,,,
Barkstown Dog Daycare & Boutique,915 BAXTER AVE,Louisville,KY,40204,,,
Pet Rruff Inn,1311 Durrett Ln,Louisville,KY,40213,,,
O'neil Training Kennel,4551 POPLAR LEVEL RD,Louisville,KY,40213,,,
Pet's Palace,5303 PRESTON HWY,Louisville,KY,40213,,,
Dog House The,4312 Mae Ave,Louisville,KY,40216,,,
Bow Wow Kennels,901 Gagel Ave,Louisville,KY,40216,,,
"Sit, Stay & Play! Doggie Daycare",1201 Goss Ave,Louisville,KY,40217,,,
Vine Crest Kennels,7924 Vine Crest Ave,Louisville,KY,40222,,,
Almost Home Boarding & Training,1219 Dorsey Ln,Louisville,KY,40223,,,
Eastpoint Pet Resort,13310 Magisterial Dr,Louisville,KY,40223,,,
Maplewood Kennels,5109 Maple Spring Dr,Louisville,KY,40229,,,
Pet Suites,1200 Avoca Station Ct,Louisville,KY,40245,,,
Dogwood Kennels,15811 Shelbyville Rd,Louisville,KY,40245,,,
Country Boarding Kennels,1707 Watterson Trl,Louisville,KY,40299,,,
Blue Grass Pet Resort,3201 Harrods Old Trace,Louisville,KY,40299,,,
Canine Lodge,8330 Routt Rd,Louisville,KY,40299,,,
Tlc Pet Motel,2129 Frankfort Rd,Georgetown,KY,40324,,,
Bed & Biscuits Country Inn,2185 Lexington Rd,Harrodsburg,KY,40330,,,
Comfy Critters Resort & Pet,1521 Aaron Barnett Rd,Lawrenceburg,KY,40342,,,
Harmony Pet Lodge,1148 Keene Troy Park,Nicholasville,KY,40356,,,
All Creatures Inn,1909 Catnip Hill Rd,Nicholasville,KY,40356,,,
Hickman Creek Kennel,2096 Union Mill Rd,Nicholasville,KY,40356,,,
Pet Companions Country Inn,2286 Bethel Rd,Nicholasville,KY,40356,,,
Karen Kennels,4827 Longlick Rd,Stamping Ground,KY,40379,,,
Pet-fit Resort,12641 Troy Pike,Versailles,KY,40383,,,
Clearview Kennels,5625 Keene Versailles Rd,Versailles,KY,40383,,,
Stonnie Dennis Cabin Creek Kennel,1800 Cabin Creek Rd,Winchester,KY,40391,,,
Almost Home Pet Boarding,2315 Two Mile Rd,Winchester,KY,40391,,,
Weavers Country Kennels,6829 Old Boonesboro Rd,Winchester,KY,40391,,,
Durham Kennels,919 Blue Lick Rd,Berea,KY,40403,,,
Shady Grove Kennel,2479 Ky Highway 1273,Danville,KY,40422,,,
Safe Haven Kennels,1401 Speedwell Rd,Richmond,KY,40475,,,
The Pet Palace,205 W Broadway Ave,Richmond,KY,40475,,,
Pet Center Kennels,220 Charlie Norris Rd,Richmond,KY,40475,,,
Andick Kennels,246 Ford Rd,Richmond,KY,40475,,,
Glenwal Kennels,1444 Jones Nursery Rd,Lexington,KY,40509,,,
Petsuites-the Pet Resort & Spa,2057 Bryant Rd,Lexington,KY,40509,,,
Keshlyn Kennels,3566 Delong Rd,Lexington,KY,40515,,,
Animal Resorts,1625 Louisville Road,Frankfort,KY,40601,,,
Laurel Pointe Boarding Kennel,2711 Laurel Rd,London,KY,40744,,,
London Pet Lodge,365 Bill Subdivision Road,London,KY,40744,,,
Laura's Dog Retreat Pet Hotel,410 West Pine Hill Rd,London,KY,40744,,,
Airway Pet Resort,4035 Easton Ln,Burlington,KY,41005,,,
Erlanger Pet Resort & Day Spa,3404 Dixie Hwy,Erlanger,KY,41018,,,
Sundance Pet Resort,5100 Oliver Rd,Independence,KY,41051,,,
Cheri's Grooming Shoppe & Boarding,7007 Dixon Pike,Maysville,KY,41056,,,
Union Pet Resort,214 Frogtown Rd,Union,KY,41091,,,
Tjs Kennel,2496 Stone School House Rd,Williamstown,KY,41097,,,
Barnyard Grooming & Boarding,2628 Ratliff Creek Rd,Pikeville,KY,41501,,,
Four Paws Inn,1565 Husband Rd,Paducah,KY,42003,,,
Stonecreek Kennels,470 Bryants Ford Rd,Paducah,KY,42003,,,
Hot Dawgs Kennel,5790 Old Mayfield Rd,Paducah,KY,42003,,,
Tammy's Pet Salon & Home Away From Home Kennel,6034 Old US Highway 45 S,Paducah,KY,42003,,,
Legacy Kennel,6445 Old Calvert City Rd,Paducah,KY,42003,,,
Wren's Pet Lodge,501 Moors Camp Hwy,Benton,KY,42025,,,
Desert Fire Kennels,7041 Hinkleville Rd,La Center,KY,42056,,,
Donna's Pet Grooming & Daycare,615J South 12th St,Murray,KY,42071,,,
Lodi Kennels,10550 Childress Rd,West Paducah,KY,42086,,,
Karpom Kennels,6830 Noble Rd,West Paducah,KY,42086,,,
Happy Tails Pet Resort & Spa,2480 Richpond Rd,Bowling Green,KY,42104,,,
Son Shine Kennels,1802 Oak Grove Church Rd,Adolphus,KY,42120,,,
Hickory Hill Kennel,1530 Franklin Rd,Scottsville,KY,42164,,,
Walnut Hill Kennel,664 Halfway Rd,Scottsville,KY,42164,,,
Cedar Kennels,3511 Princeton Rd,Cadiz,KY,42211,,,
Skyline Animal Clinic: Boarding & Grooming,1229 Skyline Dr,Hopkinsville,KY,42240,,,
Home Away From Home Pet Boarding & Grooming,737 East 4th Street,Russellville,KY,42276,,,
D & L Palace Of Pets,505 E 18th St,Owensboro,KY,42303,,,
Pine Hill Kennel,1168 Carroll Gentry Rd,Madisonville,KY,42431,,,
Highland Creek Boarding Kennel,220 Irvin Hancock Rd,Waverly,KY,42462,,,
Midway Kennels,3236 S Highway 27,Somerset,KY,42501,,,
Margaret's Pet Grooming & Boarding,30 Bluebird Dr,Russell Springs,KY,42642,,,
Classy K-9 Pet Resort,493 Redmon Rd,Russell Springs,KY,42642,,,
Timbervale Bed & Breakfast For Pets,224 Apple Lane,Elizabethtown,KY,42701,,,
Lazy Pup / Economy Pet Boarding,5717 Vanatta Road,Centerburg,OH,43011,,,
J L Kennel,346 State Rte 203,Delaware,OH,43015,,,
Millcreek Kennel,4881 State Route 257 S,Delaware,OH,43015,,,
Camp Woof,6224 Mccurdy Rd,Delaware,OH,43015,,,
Shalreign Kennels,781 Stratford Rd,Delaware,OH,43015,,,
A Good Dog's Life - Boarding Kennel,5950 Houchard Rd.,Dublin,OH,43016,,,
Desperate Housedogs,3866 Worthington rd,Galena,OH,43021,,,
Camp Bow Wow Dublin - Hilliard Dog Boarding Kennel And Daycare,5100 Nike Dr,Hilliard,OH,43026,,,
Hayden Run Kennel,7187 Hayden Run Rd,Hilliard,OH,43026,,,
Buckeye Boarding,7885 Patterson Rd,Hilliard,OH,43026,,,
Dog Gone Pretty Pet Farm & Btq,206 E 4TH ST,Marysville,OH,43040,,,
The Four Paws Resort,226 North Cherry St.,Marysville,OH,43040,,,
My T Fine Country Kennels,8499 Davisson Road,Mechanicsburg,OH,43044,,,
The Pet Resort At Willow Wood,5891 Zarley St,New Albany,OH,43054,,,
Mistyhollow Pet Motel,2700 Opossum Hollow Rd,Newark,OH,43055,,,
Cedar Hill Boarding Kennels,755 Cedar Run Rd,Newark,OH,43055,,,
Red Barn Bed & Biscuit Dog Daycare & Boarding,662 State Route 257 S,Ostrander,OH,43061,,,
Broadway Kennels,10152 Worthington Rd NW,Pataskala,OH,43062,,,
Madaca Kennel,4706 Mink St SW,Pataskala,OH,43062,,,
Meegan Kennels,5177 Watkins Rd SW,Pataskala,OH,43062,,,
Home Away Boarding Kennel,12515 Adams Rd,Plain City,OH,43064,,,
Benchmark Pet Services,6885 Taylor Rd SW,Reynoldsburg,OH,43068,,,
Refugee Canyon West Kennels,9077 National Rd SW,Pataskala,OH,43068,,,
Perfect Pet Grooming And Boarding,13670 Perfect Road,Sunbury,OH,43074,,,
Camp Canine,6026 State Route 656,Sunbury,OH,43074,,,
Loyal Paw Kennels,4503 Church Rd,Urbana,OH,43078,,,
Sanor Spread Kennels,605 Blacksnake Rd,Utica,OH,43080,,,
Blendon Kennels,3442 E Dublin Granville Rd,Westerville,OH,43081,,,
Ballou's North Star Pet Motel,2459 N COURT ST,Circleville,OH,43113,,,
Talked-about Kennels,2333 Gardner Rd,Galloway,OH,43119,,,
Alkire Kennels,6901 ALKIRE RD,Galloway,OH,43119,,,
Martin Sandra Boarding & Grmng,11852 ELDER LN,Lithopolis,OH,43136,,,
Tlc Dog & Cat Boarding,11824 Walnut Dowler Rd,Logan,OH,43138,,,
Dr Ripley Dog Boarding,6381 KIOUSVILLE GEORGESVILLE RD,London,OH,43140,,,
Nancy's Kennel,9201 BOYD RD,Orient,OH,43146,,,
There's No Place Like Home Dog Boarding Kennel,26594 State Route 180,Rockbridge,OH,43149,,,
Rushville Boarding Kennel,2505 Logan Thornville Rd NE,Rushville,OH,43150,,,
Jan's Dog House,218 N FAYETTE ST,Washington Court House,OH,43160,,,
All American Pet Resort,930 Glade Run Rd,West Jefferson,OH,43162,,,
Bilek Boarding & Kennel,25205 Chillicothe Pike,Williamsport,OH,43164,,,
Gaye's Rooming & Boarding,5218 N High St,Columbus,OH,43214,,,
Petsmart Petshotel,3713 Easton Market,Columbus,OH,43219,,,
Pam's Pampered Pet Sitting & Boarding,471 Wrexham Ave,Columbus,OH,43223,,,
Cheryl's Doggie Daycare,4712 Trabue Rd,Columbus,OH,43228,,,
Arlington-dublin-worthington Kennel-boarding,2527 W Dublin Granville Rd,Columbus,OH,43229,,,
Noah's Too Petresort,5564 N Hamilton Rd,Columbus,OH,43230,,,
Stay-n-play Kennels,1550 Harding Hwy E,Marion,OH,43302,,,
Home Away From Home Kennels,8140 State Route 117,Huntsville,OH,43324,,,
Alice's Wonderland Kennels,5729 STATE ROUTE 95,Mount Gilead,OH,43338,,,
Gold Star Pet Resort,18280 Hull Prairie Rd,Bowling Green,OH,43402,,,
Lynnwoods Kennels,470 Sandusky Ave,Fremont,OH,43420,,,
Kountry Kennel's,17418 Harris Rd,Defiance,OH,43512,,,
Jan Dane Kennels,9160 W Bancroft St,Holland,OH,43528,,,
Riverdance Feline Inn,122 E Dudley St,Maumee,OH,43537,,,
Central Kennels,8712 Central Ave,Sylvania,OH,43560,,,
Karnik Pet Lodge,5411 Black Rd,Waterville,OH,43566,,,
Wildflower Boarding Kennels,5791 County Road 16,Wauseon,OH,43567,,,
Lone Oak Kennels,7110 Berkey Southern Rd,Whitehouse,OH,43571,,,
Karnik Pet Lodge,2921 Fairbanks Ave,Sylvania,OH,43615,,,
Club Pet Resort & Spa,550 Commerce Park Blvd,Northwood,OH,43619,,,
Bark Ave Boarding Kennel,2680 Shaw Rd,Zanesville,OH,43701,,,
Melody Hills Kennels,2935 Boggs Rd,Zanesville,OH,43701,,,
Country Oaks Boarding Kennell,60948 Secrest Rd,Belmont,OH,43718,,,
Pretty Pup Grooming & Labland Kennels,1281 Washington St,Bellaire,OH,43906,,,
Labland Kennels,57181 Winding Hill Rd,Bellaire,OH,43906,,,
Main Street Kennels,237 Maine Blvd,East Liverpool,OH,43920,,,
Pennova Kennels,49871 Berkshire Rd,East Liverpool,OH,43920,,,
Play N Stay Pet Camp,67700 Airport Rd,Saint Clairsville,OH,43950,,,
Cj's Country Grooming & Kennels,498 Jewett Rd,Steubenville,OH,43952,,,
Cozy Country Kennels,16373 County Airport Rd,Wellsville,OH,43968,,,
Barnyard Boarding,49029 Stick Rd,Amherst,OH,44001,,,
Barkley Pet Hotel & Day Spa,27349 Miles Rd,Chagrin Falls,OH,44022,,,
Bridge Creek Kennel,10323 East Washington Street,Chagrin Falls,OH,44023,,,
Bridgecreek Kennels,10323 Washington St,Chagrin Falls,OH,44023,,,
Ardenbarry Boarding Kennels,7393 Chagrin Rd,Chagrin Falls,OH,44023,,,
Alador Kennels,9432 E Washington St,Chagrin Falls,OH,44023,,,
A-1 Bed & Biscuit,11299 HOSFORD RD,Chardon,OH,44024,,,
Kitty Kamp,11416 AUBURN RD,Chardon,OH,44024,,,
Chardon Country Kennels,345 Claridon Rd,Chardon,OH,44024,,,
Kennels Of Stone Creek,9220 Old State Rd,Chardon,OH,44024,,,
Rosebud Kennels,3159 Sweet Rd,Conneaut,OH,44030,,,
Cozy Kanine Kennel,42144 ADELBERT ST,Elyria,OH,44035,,,
A To Z Kennels Dog & Cat Boarding & Grooming,37892 Capel Rd,Grafton,OH,44044,,,
Castlewood Kennels,317 Woodside Ave,Jefferson,OH,44047,,,
Cloverleaf Boarding Kennel,14991 Whitehead Rd,Lagrange,OH,44050,,,
Bevan's Pet Center,1921 N RIDGE RD E,Lorain,OH,44055,,,
Dog Days Inn Pet Lodge,5424 Ford Rd,Madison,OH,44057,,,
Dogwood Kennels,6298 Dewey Rd,Madison,OH,44057,,,
Audrianne Chihuahua & Pekingese Kennels,9547 Johnnycake Ridge Rd,Mentor,OH,44060,,,
Century Kennels,17091 Madison Rd,Middlefield,OH,44062,,,
Brown Woof Inn,8200 Proctor Rd,Painesville,OH,44077,,,
Ohi Kennels,3585 N Ridge Rd,Perry,OH,44081,,,
Home Sweet Home Kennels,6194 LEDGE RD,Thompson,OH,44086,,,
Nickolai Boarding,"8006 Plank Rd, RT 86",Thompson,OH,44086,,,
Rainbow Kennel & Pet Grooming,5234 Ohio St,Vermilion,OH,44089,,,
Lakesyde Boarding,45480 PECK WADSWORTH,Wellington,OH,44090,,,
"Flipflop Of The Lakeshore, The Alternative To Kenneling",30225 Mildred Street,Willowick,OH,44095,,,
Dave's Kennels,9310 Yale Ave,Cleveland,OH,44108,,,
Barney's K-9 Resort,3260 W 121st St,Cleveland,OH,44111,,,
Beacon Hill Boarding Kennels,7060 Broadview Rd,Cleveland,OH,44134,,,
Camp Bow Wow Westlake / Cleveland Dog Boarding And Daycare,863 Bradley Road,Westlake,OH,44145,,,
Camp Bow Wow Bedford Heights / Cleveland Dog Daycare And Overnight Boarding,23380 Aurora Road,Bedford Heights,OH,44146,,,
Dr Hart's Doggy Daycare,25780 MILES RD,Bedford,OH,44146,,,
Camp Bow Wow Strongsville Dog Kennel And Day Care,14411 Foltz Parkway,Strongsville,OH,44149,,,
Bishop's Boarding & Grooming,3155 LAUBERT RD,Atwater,OH,44201,,,
Country Cousins Kennels,482 Substation Rd,Brunswick,OH,44212,,,
Cindenpam Kennels,3290 GRAHAM RD,Stow,OH,44224,,,
Hart's Country Kennel,10410 Smith Rd,Litchfield,OH,44253,,,
All Paws Kennels,24344 Foster Rd,Litchfield,OH,44253,,,
Common Ground Farm & Kennel,12698 Mantua Center Rd,Mantua,OH,44255,,,
Cat Nap Inn,4789 E HIGH ST,Mantua,OH,44255,,,
Doggy Daycare,1060 S COURT ST,Medina,OH,44256,,,
Happy Tails Farm & Doggy Daycare,6171 Lake Rd.,Medina,OH,44256,,,
Bubbles N'bows Shafer Farm Kennels,6341 Fenn Rd,Medina,OH,44256,,,
Bennett's Boarding Kennels,986 MEDINA RD,Medina,OH,44256,,,
